claim_filed,claim_amount,fraud_flag,settlement_days,vehicle_age,vehicle_type,fuel_type,vehicle_value,engine_capacity_cc,safety_rating_ncap,anti_theft_device,driver_age,driving_experience_years,annual_mileage,usage_type,credit_score_tier,speeding_violations_count,past_claims_count,coverage_tier,deductible_amount,no_claim_bonus_pct,annual_premium,risk_zone,parking_location
0,0.0,0,0,11,LUXURY_COUPE,PETROL,24744.89,2700,3,1,50,14,18800,PERSONAL,GOOD,1,0,COMPREHENSIVE,2000,25,827.75,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,SEDAN,CNG,18651.21,1790,2,0,45,23,17600,PERSONAL,POOR,0,0,THIRD_PARTY,250,50,252.61,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,SEDAN,DIESEL,16147.59,2010,4,1,48,28,2000,RIDESHARE,GOOD,1,0,COMPREHENSIVE,500,0,602.25,RURAL,LOCKED_GARAGE
0,0.0,0,0,8,SUV,PETROL,15943.12,1770,2,1,52,30,21300,PERSONAL,EXCELLENT,1,1,COMPREHENSIVE,500,45,365.62,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,SEDAN,DIESEL,6364.75,1600,2,0,44,17,13300,COMMUTE,FAIR,0,0,COMPREHENSIVE,500,50,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,SEDAN,DIESEL,19317.75,1880,5,0,61,29,8100,PERSONAL,GOOD,0,0,THIRD_PARTY,1000,0,263.39,SUBURBAN,STREET_PARKING
0,0.0,0,0,5,SEDAN,CNG,16400.22,2140,4,1,63,26,13300,PERSONAL,EXCELLENT,1,0,THIRD_PARTY,1000,0,341.22,METROPOLITAN,STREET_PARKING
0,0.0,0,0,7,HATCHBACK,PETROL,8795.25,2770,4,0,69,35,10000,PERSONAL,FAIR,0,0,COMPREHENSIVE,500,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
1,4000.0,0,19,18,HATCHBACK,ELECTRIC,4000.0,880,2,0,71,22,16200,PERSONAL,GOOD,0,0,COMPREHENSIVE,1000,50,250.0,URBAN,LOCKED_GARAGE
1,4000.0,1,33,16,HATCHBACK,PETROL,4000.0,800,1,0,32,11,11400,COMMERCIAL,EXCELLENT,3,0,COMPREHENSIVE,500,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,HATCHBACK,ELECTRIC,13320.5,800,5,0,57,32,25200,COMMERCIAL,GOOD,1,0,COMPREHENSIVE,250,0,828.49,URBAN,STREET_PARKING
0,0.0,0,0,4,SUV,HYBRID,20423.75,800,3,0,45,24,25200,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,500,0,531.3,RURAL,LOCKED_GARAGE
1,2260.21,0,21,15,COMMERCIAL_VAN,HYBRID,8363.01,820,1,0,18,0,15700,COMMUTE,GOOD,2,1,COMPREHENSIVE,1000,0,459.68,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,HATCHBACK,HYBRID,13811.76,800,4,0,49,16,17700,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,250,50,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,16,TRUCK,DIESEL,12641.45,2030,5,1,32,13,25000,PERSONAL,EXCELLENT,5,0,ZERO_DEP_PREMIUM,500,50,593.07,URBAN,LOCKED_GARAGE
0,0.0,0,0,5,HATCHBACK,PETROL,10033.18,2160,2,1,42,15,11900,PERSONAL,FAIR,3,0,COMPREHENSIVE,250,45,357.47,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,SUV,PETROL,8289.95,2010,4,0,26,6,12900,PERSONAL,GOOD,2,0,THIRD_PARTY,1000,20,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,5,SUV,PETROL,24106.2,1200,3,1,60,22,17900,COMMERCIAL,EXCELLENT,0,0,COMPREHENSIVE,1000,0,1085.08,SUBURBAN,STREET_PARKING
0,0.0,0,0,8,SUV,DIESEL,19319.39,1250,3,0,29,7,13700,PERSONAL,GOOD,0,0,THIRD_PARTY,250,0,305.45,URBAN,STREET_PARKING
0,0.0,0,0,12,SEDAN,PETROL,6612.13,2910,2,0,32,11,15700,PERSONAL,POOR,0,0,COMPREHENSIVE,500,20,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SUV,ELECTRIC,28216.11,1990,3,1,58,32,11800,RIDESHARE,GOOD,2,1,COMPREHENSIVE,500,35,1121.82,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,10,SEDAN,DIESEL,10883.26,1710,4,0,46,16,7600,COMMUTE,EXCELLENT,0,0,ZERO_DEP_PREMIUM,1000,20,463.53,URBAN,STREET_PARKING
0,0.0,0,0,9,SEDAN,CNG,10666.36,1680,5,0,67,37,7400,RIDESHARE,EXCELLENT,0,2,THIRD_PARTY,500,20,250.0,SUBURBAN,STREET_PARKING
1,8211.17,0,19,14,COMMERCIAL_VAN,PETROL,8211.17,1410,2,0,54,14,21700,RIDESHARE,EXCELLENT,2,0,THIRD_PARTY,500,0,272.2,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,18,HATCHBACK,ELECTRIC,4000.0,2900,3,1,57,29,16600,PERSONAL,FAIR,1,0,COMPREHENSIVE,500,0,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,12,HATCHBACK,ELECTRIC,4989.55,1480,1,0,27,9,19900,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,250,50,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,7,SUV,CNG,22398.52,1700,5,1,47,21,8200,RIDESHARE,EXCELLENT,1,0,THIRD_PARTY,1000,50,374.19,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,HATCHBACK,ELECTRIC,8375.1,800,5,1,68,33,17000,COMMUTE,FAIR,2,0,ZERO_DEP_PREMIUM,500,50,323.93,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,7,COMMERCIAL_VAN,PETROL,15235.6,1190,5,0,27,6,18000,PERSONAL,GOOD,0,1,COMPREHENSIVE,1000,35,513.29,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,15,HATCHBACK,PETROL,4000.0,1240,2,0,42,11,9800,PERSONAL,EXCELLENT,3,0,ZERO_DEP_PREMIUM,250,20,250.0,URBAN,STREET_PARKING
0,0.0,0,0,6,HATCHBACK,CNG,8450.76,1920,5,0,41,15,10900,COMMUTE,GOOD,1,1,COMPREHENSIVE,250,25,261.08,URBAN,STREET_PARKING
0,0.0,0,0,3,SUV,DIESEL,19904.04,1100,3,1,46,25,23500,COMMUTE,GOOD,0,1,THIRD_PARTY,2000,20,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,SUV,HYBRID,21165.53,1630,5,0,53,34,12700,COMMUTE,FAIR,0,0,ZERO_DEP_PREMIUM,1000,35,886.24,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,HATCHBACK,ELECTRIC,14334.37,1210,5,0,44,13,18700,PERSONAL,GOOD,1,0,COMPREHENSIVE,2000,35,288.82,RURAL,STREET_PARKING
1,4267.49,0,13,2,LUXURY_COUPE,ELECTRIC,64936.13,1780,5,0,70,43,8600,PERSONAL,FAIR,1,1,COMPREHENSIVE,250,35,1554.25,RURAL,LOCKED_GARAGE
0,0.0,0,0,1,SUV,ELECTRIC,26105.67,860,2,0,18,0,23400,PERSONAL,FAIR,1,0,COMPREHENSIVE,250,20,764.22,SUBURBAN,STREET_PARKING
0,0.0,0,0,14,SUV,CNG,8084.98,1490,5,0,18,0,11600,RIDESHARE,GOOD,3,1,THIRD_PARTY,250,35,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,13,SUV,CNG,10354.58,1670,1,0,39,14,13000,COMMUTE,POOR,1,0,COMPREHENSIVE,500,0,518.14,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,SUV,PETROL,8491.11,1470,1,0,60,22,17100,PERSONAL,EXCELLENT,0,1,COMPREHENSIVE,500,45,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,8,LUXURY_COUPE,PETROL,38742.22,1960,5,1,40,9,32300,COMMERCIAL,EXCELLENT,3,1,COMPREHENSIVE,250,0,1744.18,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,13,HATCHBACK,PETROL,4754.99,1510,4,1,36,15,10900,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,250,50,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,3,SUV,PETROL,20748.35,1390,3,1,18,0,14400,PERSONAL,FAIR,1,0,COMPREHENSIVE,250,35,472.64,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,17,SUV,HYBRID,8261.75,920,3,1,38,19,22300,PERSONAL,GOOD,1,1,ZERO_DEP_PREMIUM,250,20,420.33,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,9,SUV,HYBRID,18415.08,1650,5,1,35,7,15000,COMMUTE,GOOD,0,0,ZERO_DEP_PREMIUM,250,0,1176.42,METROPOLITAN,PRIVATE_DRIVEWAY
1,3272.51,0,18,17,SEDAN,PETROL,5268.53,2780,3,1,40,22,14700,PERSONAL,GOOD,2,1,THIRD_PARTY,500,0,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,2,HATCHBACK,PETROL,14533.48,1500,5,0,40,11,28100,COMMUTE,POOR,2,0,ZERO_DEP_PREMIUM,1000,35,576.24,URBAN,LOCKED_GARAGE
0,0.0,0,0,9,TRUCK,DIESEL,20650.49,1350,5,0,52,25,22700,COMMUTE,GOOD,1,1,COMPREHENSIVE,500,0,767.43,SUBURBAN,STREET_PARKING
0,0.0,0,0,13,HATCHBACK,HYBRID,4837.17,2550,5,1,36,13,28600,PERSONAL,EXCELLENT,2,0,ZERO_DEP_PREMIUM,250,0,250.0,URBAN,STREET_PARKING
0,0.0,0,0,9,SEDAN,DIESEL,11886.54,2420,2,0,30,5,10500,PERSONAL,GOOD,0,0,COMPREHENSIVE,500,25,298.59,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,8,HATCHBACK,PETROL,9582.87,2530,3,1,42,19,20100,PERSONAL,GOOD,3,0,COMPREHENSIVE,2000,25,354.74,METROPOLITAN,STREET_PARKING
0,0.0,0,0,3,HATCHBACK,PETROL,12110.84,1570,2,1,42,14,14900,COMMUTE,GOOD,3,0,COMPREHENSIVE,500,35,321.63,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,7,SEDAN,DIESEL,11309.25,1090,2,1,25,6,13800,PERSONAL,GOOD,1,0,COMPREHENSIVE,500,45,272.72,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,HATCHBACK,DIESEL,10093.14,1020,5,0,47,21,14400,PERSONAL,GOOD,5,0,COMPREHENSIVE,500,50,364.51,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,5,HATCHBACK,HYBRID,11390.37,2340,4,1,24,3,19200,PERSONAL,FAIR,0,1,COMPREHENSIVE,1000,50,272.02,URBAN,LOCKED_GARAGE
0,0.0,0,0,12,TRUCK,CNG,14468.37,3340,4,1,51,24,14800,RIDESHARE,FAIR,3,0,THIRD_PARTY,500,25,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,11,SEDAN,PETROL,8366.1,1000,4,1,35,17,9000,PERSONAL,GOOD,1,1,COMPREHENSIVE,1000,35,260.5,METROPOLITAN,LOCKED_GARAGE
1,687.84,0,16,11,SEDAN,PETROL,10571.52,800,4,0,26,7,9100,RIDESHARE,POOR,0,1,COMPREHENSIVE,1000,0,660.44,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,SUV,PETROL,20529.31,1590,5,1,81,51,7000,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,1000,45,575.32,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,18,SEDAN,PETROL,5804.9,1010,3,0,43,24,14500,COMMUTE,EXCELLENT,1,0,THIRD_PARTY,2000,25,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,1,SUV,PETROL,31815.93,1140,5,1,57,32,18600,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,1000,25,839.79,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,TRUCK,PETROL,21395.15,2150,5,0,41,11,21700,COMMERCIAL,POOR,1,0,COMPREHENSIVE,1000,0,847.98,RURAL,LOCKED_GARAGE
1,4738.18,0,19,2,SEDAN,PETROL,19320.39,1870,5,1,60,26,17600,PERSONAL,FAIR,2,0,COMPREHENSIVE,1000,0,787.33,METROPOLITAN,STREET_PARKING
1,8657.75,0,20,6,SUV,HYBRID,27564.11,1090,3,1,52,16,16000,PERSONAL,FAIR,0,0,THIRD_PARTY,500,0,488.02,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,LUXURY_COUPE,PETROL,14451.58,2590,3,0,38,14,22000,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,500,0,586.25,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,HATCHBACK,HYBRID,10083.68,1520,2,0,56,21,5400,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,1000,25,423.89,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,17,SUV,PETROL,6891.79,800,1,1,59,34,17900,PERSONAL,GOOD,0,0,THIRD_PARTY,250,45,250.0,URBAN,STREET_PARKING
0,0.0,0,0,9,HATCHBACK,PETROL,6278.71,1950,5,0,36,8,17300,COMMUTE,FAIR,1,0,ZERO_DEP_PREMIUM,500,20,356.75,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,13,SEDAN,PETROL,5205.89,1310,1,0,42,11,6800,RIDESHARE,FAIR,1,0,COMPREHENSIVE,1000,25,269.86,METROPOLITAN,STREET_PARKING
1,9834.52,0,34,8,SEDAN,PETROL,13711.28,800,5,0,71,51,2300,RIDESHARE,POOR,0,0,COMPREHENSIVE,1000,20,546.1,SUBURBAN,LOCKED_GARAGE
1,6140.95,0,27,5,HATCHBACK,PETROL,9088.65,1130,5,0,45,25,14000,PERSONAL,EXCELLENT,2,0,COMPREHENSIVE,1000,25,279.88,URBAN,LOCKED_GARAGE
0,0.0,0,0,14,SUV,HYBRID,9216.79,1730,1,0,58,24,18800,RIDESHARE,EXCELLENT,2,0,COMPREHENSIVE,250,0,524.34,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,SUV,CNG,7489.93,1630,4,0,54,15,5600,PERSONAL,FAIR,1,0,THIRD_PARTY,250,50,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,5,SEDAN,PETROL,16194.99,2020,5,1,57,22,10100,RIDESHARE,FAIR,0,0,COMPREHENSIVE,2000,20,583.45,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,TRUCK,PETROL,9968.97,2580,2,1,56,21,13900,COMMERCIAL,FAIR,2,0,COMPREHENSIVE,500,20,427.73,SUBURBAN,PRIVATE_DRIVEWAY
1,7493.0,0,21,4,SEDAN,PETROL,13830.53,840,2,1,18,0,21000,PERSONAL,EXCELLENT,2,0,ZERO_DEP_PREMIUM,500,20,565.45,SUBURBAN,STREET_PARKING
0,0.0,0,0,13,HATCHBACK,ELECTRIC,4087.51,800,2,1,35,12,17100,COMMUTE,EXCELLENT,0,1,THIRD_PARTY,500,50,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,SUV,PETROL,8335.9,1680,5,1,38,15,17000,COMMUTE,EXCELLENT,1,1,ZERO_DEP_PREMIUM,500,0,505.5,METROPOLITAN,LOCKED_GARAGE
1,1635.83,0,24,8,HATCHBACK,PETROL,8912.53,2010,5,1,46,26,12500,PERSONAL,POOR,1,1,THIRD_PARTY,500,25,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,14,SEDAN,HYBRID,4866.73,1470,3,1,30,8,24000,COMMUTE,GOOD,2,0,ZERO_DEP_PREMIUM,1000,50,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,5,SEDAN,HYBRID,14386.22,2030,2,0,40,9,16900,PERSONAL,FAIR,1,0,ZERO_DEP_PREMIUM,500,50,518.93,URBAN,PRIVATE_DRIVEWAY
1,7802.07,0,18,1,HATCHBACK,DIESEL,14277.1,950,5,1,24,6,10600,PERSONAL,GOOD,4,1,ZERO_DEP_PREMIUM,1000,0,930.16,METROPOLITAN,STREET_PARKING
0,0.0,0,0,1,HATCHBACK,PETROL,15472.31,1380,4,1,18,0,11400,PERSONAL,FAIR,6,1,COMPREHENSIVE,500,45,463.18,RURAL,STREET_PARKING
0,0.0,0,0,8,SEDAN,PETROL,11444.04,1000,2,1,80,28,13300,PERSONAL,POOR,0,0,COMPREHENSIVE,1000,0,451.6,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,SUV,PETROL,6814.2,2050,3,1,36,16,12300,PERSONAL,FAIR,0,0,COMPREHENSIVE,250,45,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SUV,DIESEL,27397.55,1010,5,0,60,22,3100,PERSONAL,POOR,2,0,COMPREHENSIVE,500,0,1118.04,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SEDAN,ELECTRIC,10821.9,2940,2,0,55,30,10700,PERSONAL,GOOD,0,0,COMPREHENSIVE,250,45,328.82,METROPOLITAN,LOCKED_GARAGE
1,4180.46,0,26,13,HATCHBACK,PETROL,4180.46,1270,5,1,36,11,17200,PERSONAL,GOOD,1,1,THIRD_PARTY,1000,0,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,3,SEDAN,HYBRID,15989.61,2120,5,1,63,43,9000,COMMERCIAL,FAIR,1,0,COMPREHENSIVE,250,20,802.69,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,HATCHBACK,DIESEL,4455.83,1280,5,0,30,9,14900,PERSONAL,EXCELLENT,0,1,COMPREHENSIVE,250,20,250.0,URBAN,LOCKED_GARAGE
1,6966.17,0,15,5,SEDAN,ELECTRIC,16356.95,2470,3,0,41,13,6900,PERSONAL,POOR,2,0,ZERO_DEP_PREMIUM,500,35,760.9,URBAN,LOCKED_GARAGE
0,0.0,0,0,15,SUV,PETROL,8963.94,2440,1,1,51,20,2000,PERSONAL,FAIR,1,0,COMPREHENSIVE,500,50,250.0,URBAN,PRIVATE_DRIVEWAY
1,2495.72,0,5,11,SUV,PETROL,8964.33,1390,1,0,42,16,12100,COMMUTE,POOR,3,0,THIRD_PARTY,500,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,10,SUV,PETROL,11361.92,1780,5,0,40,21,15400,PERSONAL,EXCELLENT,1,0,THIRD_PARTY,250,0,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,3,SUV,DIESEL,30864.83,2430,2,1,18,0,10700,COMMUTE,FAIR,0,0,COMPREHENSIVE,500,45,936.97,URBAN,STREET_PARKING
0,0.0,0,0,8,COMMERCIAL_VAN,PETROL,15349.45,1800,4,1,53,26,7600,COMMUTE,GOOD,1,1,THIRD_PARTY,1000,20,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,SUV,PETROL,6592.27,1000,5,0,55,19,18200,COMMUTE,POOR,2,0,COMPREHENSIVE,500,35,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,TRUCK,ELECTRIC,37075.7,2350,5,0,35,9,13800,PERSONAL,EXCELLENT,3,0,THIRD_PARTY,1000,0,620.85,URBAN,LOCKED_GARAGE
0,0.0,0,0,14,SEDAN,ELECTRIC,5659.95,1110,5,1,55,18,18200,COMMUTE,FAIR,1,0,ZERO_DEP_PREMIUM,2000,45,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,9,SUV,DIESEL,15853.58,1700,4,1,46,14,26400,COMMERCIAL,EXCELLENT,1,1,COMPREHENSIVE,2000,0,651.44,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,13,SEDAN,DIESEL,6622.13,1090,2,0,57,24,17000,PERSONAL,FAIR,1,1,COMPREHENSIVE,1000,20,250.0,METROPOLITAN,LOCKED_GARAGE
1,11314.11,0,28,12,SUV,DIESEL,11314.11,1840,3,1,53,21,17100,COMMERCIAL,GOOD,1,0,ZERO_DEP_PREMIUM,1000,20,589.07,SUBURBAN,STREET_PARKING
0,0.0,0,0,8,HATCHBACK,DIESEL,8103.57,800,5,0,38,17,9400,PERSONAL,EXCELLENT,0,1,THIRD_PARTY,1000,35,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,TRUCK,PETROL,32007.71,1570,5,0,71,42,13900,RIDESHARE,GOOD,0,1,ZERO_DEP_PREMIUM,1000,20,1575.92,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,11,HATCHBACK,PETROL,5520.59,1080,2,0,30,7,6000,RIDESHARE,GOOD,1,0,THIRD_PARTY,500,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,HATCHBACK,PETROL,12394.84,1500,4,0,18,0,7600,COMMERCIAL,FAIR,2,0,THIRD_PARTY,500,0,284.87,SUBURBAN,STREET_PARKING
0,0.0,0,0,11,SEDAN,PETROL,9527.17,800,1,1,18,0,15900,RIDESHARE,GOOD,1,1,THIRD_PARTY,2000,45,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,1,SEDAN,DIESEL,22168.78,1030,3,1,48,19,12000,PERSONAL,EXCELLENT,2,0,ZERO_DEP_PREMIUM,500,35,910.13,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,12,TRUCK,DIESEL,11520.21,2810,5,1,18,0,10200,RIDESHARE,EXCELLENT,0,1,THIRD_PARTY,250,45,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,11,SEDAN,PETROL,8593.94,2180,2,1,33,12,14800,RIDESHARE,FAIR,0,0,COMPREHENSIVE,500,0,447.32,SUBURBAN,STREET_PARKING
0,0.0,0,0,1,SEDAN,ELECTRIC,21883.29,800,5,1,58,30,10400,COMMUTE,FAIR,1,1,COMPREHENSIVE,500,45,781.48,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,COMMERCIAL_VAN,DIESEL,6971.85,1220,5,1,18,0,12300,COMMUTE,POOR,2,0,COMPREHENSIVE,500,50,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,LUXURY_COUPE,DIESEL,37388.58,3330,4,0,39,15,15900,COMMUTE,GOOD,0,0,COMPREHENSIVE,250,50,935.84,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,HATCHBACK,CNG,4000.0,1850,1,1,41,21,11000,COMMERCIAL,FAIR,1,1,COMPREHENSIVE,1000,0,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,0,SUV,PETROL,20930.13,1860,2,0,20,1,7900,RIDESHARE,FAIR,1,0,COMPREHENSIVE,500,50,955.24,METROPOLITAN,PRIVATE_DRIVEWAY
1,8602.67,0,26,3,TRUCK,PETROL,30305.66,2670,3,0,46,13,22100,COMMUTE,GOOD,1,0,ZERO_DEP_PREMIUM,250,35,1093.09,SUBURBAN,LOCKED_GARAGE
1,11279.7,0,19,9,SEDAN,PETROL,11279.7,980,4,0,39,15,26600,COMMUTE,GOOD,3,0,COMPREHENSIVE,500,25,507.51,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,3,SUV,DIESEL,23207.66,1740,3,1,51,32,14000,COMMERCIAL,EXCELLENT,1,0,COMPREHENSIVE,1000,0,1019.89,RURAL,LOCKED_GARAGE
0,0.0,0,0,6,SUV,PETROL,24984.99,1910,2,1,41,17,12900,PERSONAL,EXCELLENT,3,0,COMPREHENSIVE,250,45,578.71,SUBURBAN,STREET_PARKING
0,0.0,0,0,12,COMMERCIAL_VAN,HYBRID,8918.84,1670,1,1,35,8,14200,PERSONAL,POOR,1,1,THIRD_PARTY,1000,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,COMMERCIAL_VAN,PETROL,29623.75,1340,3,0,47,26,9500,RIDESHARE,GOOD,3,0,COMPREHENSIVE,500,0,1459.28,RURAL,STREET_PARKING
0,0.0,0,0,12,HATCHBACK,DIESEL,4999.14,1570,5,0,60,24,21500,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,250,25,250.0,RURAL,STREET_PARKING
0,0.0,0,0,1,SEDAN,DIESEL,26219.52,860,5,1,61,27,20100,RIDESHARE,FAIR,1,2,ZERO_DEP_PREMIUM,250,0,2266.82,METROPOLITAN,STREET_PARKING
0,0.0,0,0,3,SUV,PETROL,28450.94,2000,5,1,50,31,11000,COMMUTE,POOR,0,1,COMPREHENSIVE,2000,35,706.67,URBAN,STREET_PARKING
0,0.0,0,0,11,SEDAN,ELECTRIC,7181.82,800,4,0,54,19,11900,COMMUTE,GOOD,1,0,COMPREHENSIVE,1000,50,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,15,COMMERCIAL_VAN,DIESEL,8448.93,1070,1,0,33,9,16500,RIDESHARE,FAIR,2,0,THIRD_PARTY,1000,25,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,3,SEDAN,ELECTRIC,22112.15,2040,3,1,38,20,21700,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,1000,0,287.38,RURAL,STREET_PARKING
0,0.0,0,0,5,SEDAN,DIESEL,12557.99,1790,4,0,49,29,16900,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,500,50,269.49,SUBURBAN,STREET_PARKING
0,0.0,0,0,17,HATCHBACK,DIESEL,4000.0,1290,4,0,45,11,17700,PERSONAL,GOOD,1,0,THIRD_PARTY,500,0,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,18,SUV,PETROL,8825.9,800,1,0,51,29,16800,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,250,45,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,11,TRUCK,DIESEL,14626.65,2270,4,1,62,20,15400,PERSONAL,GOOD,0,0,COMPREHENSIVE,2000,20,433.11,URBAN,STREET_PARKING
0,0.0,0,0,8,SEDAN,PETROL,8739.38,1190,3,0,40,16,16500,PERSONAL,GOOD,0,0,THIRD_PARTY,500,20,250.0,SUBURBAN,STREET_PARKING
1,3793.15,0,36,6,TRUCK,PETROL,24555.79,2610,5,0,21,2,19200,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,250,50,560.7,SUBURBAN,STREET_PARKING
0,0.0,0,0,11,SEDAN,PETROL,8084.06,1260,5,0,30,8,16200,PERSONAL,FAIR,2,0,ZERO_DEP_PREMIUM,1000,45,395.29,METROPOLITAN,PRIVATE_DRIVEWAY
1,803.28,0,12,11,SEDAN,DIESEL,10285.25,800,3,0,45,27,12700,COMMUTE,POOR,1,2,COMPREHENSIVE,500,50,278.38,METROPOLITAN,LOCKED_GARAGE
1,3406.59,0,1,5,SUV,PETROL,22953.36,800,5,0,37,13,29400,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,250,0,1365.93,METROPOLITAN,STREET_PARKING
0,0.0,0,0,0,SEDAN,CNG,20911.5,1320,2,1,25,3,3800,COMMERCIAL,FAIR,0,0,THIRD_PARTY,500,0,412.69,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,2,HATCHBACK,PETROL,11583.05,1670,5,1,41,10,19800,PERSONAL,FAIR,1,0,ZERO_DEP_PREMIUM,250,50,478.45,METROPOLITAN,PRIVATE_DRIVEWAY
